,index,created_at,id,id_str,text,text_range,lang,user_id,user_id_str,user_name,user_screen_name,retweeted,quoted,polarity,subjectivity
120,171,13-12-2018 17:38,1.07327E+18,1.07327E+18,I do not know what she could have said that was worse the mocking a handicapped American on national television.  Nothing. https://t.co/lHseQ07N72,"[0, 122]",en,121,121,user121,user121,0,1,-0.2,0.3
121,172,13-12-2018 17:38,1.07327E+18,1.07327E+18,https://t.co/EoMXzwQ6HY,"[0, 23]",und,122,122,user122,user122,0,1,0,0
122,173,13-12-2018 17:38,1.07327E+18,1.07327E+18,Just boycott msnbc https://t.co/rtCCS63Sdl,"[0, 18]",en,123,123,user123,user123,0,1,0,0
123,174,13-12-2018 17:38,1.07327E+18,1.07327E+18,"@realDonaldTrump Posted... 
https://t.co/68Q4mtNiWf","[0, 51]",en,124,124,user124,user124,0,1,0,0
124,175,13-12-2018 17:38,1.07327E+18,1.07327E+18,💩 ALERT!! https://t.co/TK97I5mHRT #ShitAlert #botYourBusiness,"[0, 61]",no,125,125,user125,user125,0,1,0,0
125,176,13-12-2018 17:38,1.07327E+18,1.07327E+18,"Live caster is the most powerful and the most user-friendly live casting app you’ll find, and it’s the only app that’s 100% Facebook approved’s and can schedule and pre-recorded videos to Facebook pages and profiles.
More Here:
https://t.co/6LCwD4pAN0
https://t.co/HZDt4h41TI https://t.co/vMjfllcYO9","[0, 275]",en,126,126,user126,user126,0,1,0.296103896,0.642857143
126,177,13-12-2018 17:37,1.07327E+18,1.07327E+18,WRONG! https://t.co/RyQifJxt9n,"[0, 30]",en,127,127,user127,user127,0,1,-0.625,0.9
127,178,13-12-2018 17:37,1.07327E+18,1.07327E+18,"""Horseface""
""Representative Adam Schitt""
""Knock the crap out of them""
""You can do anything ..grab 'em by the pussy""
Pot / kettle / black https://t.co/DCOCFjjQyk","[0, 136]",en,128,128,user128,user128,0,1,-0.483333333,0.616666667
128,179,13-12-2018 17:36,1.07327E+18,1.07327E+18,Trouble is #Mika spoke the truth. It seems anyone in trumps circle takes it up the ass most times. https://t.co/kaEfIBehuO,"[0, 98]",en,129,129,user129,user129,0,1,0.15,0.35
129,181,13-12-2018 17:36,1.07327E+18,1.07327E+18,"realDonaldTrump, sashay away. https://t.co/qgCdYUax9X","[0, 53]",en,130,130,user130,user130,0,1,0,0
130,182,13-12-2018 17:36,1.07327E+18,1.07327E+18,"I see what you did there boss😉

Well played sir. https://t.co/l6cMB27igT","[0, 48]",en,131,131,user131,user131,0,1,0,0
131,183,13-12-2018 17:36,1.07327E+18,1.07327E+18,". realDonaldTrump ....She will probably be given a pass, despite their terrible ratings. Congratulations to RichardGrenell, our great Ambassador to Germany, for having the courage to take this horrible issue on! (https://t.co/rOLNtVUjuo) https://t.co/fHN67O42qQ","[0, 237]",en,132,132,user132,user132,0,1,-0.4,0.916666667
132,184,13-12-2018 17:36,1.07327E+18,1.07327E+18,彼女の恐ろしい評価にもかかわらず、彼女はおそらくパスを与えられるでしょう。私の偉大な大使である@リチャードグレネルに、この恐ろしい問題を抱える勇気をお持ちのことをお祝いします！ https://t.co/11sq9QKG25,"[0, 88]",ja,133,133,user133,user133,0,1,-0.1,0.875
133,185,13-12-2018 17:36,1.07327E+18,1.07327E+18,Original tweet: https://t.co/CYN1wsqHyv https://t.co/GJpCYOBGkr,"[0, 39]",en,134,134,user134,user134,0,1,0.375,0.75
134,186,13-12-2018 17:36,1.07327E+18,1.07327E+18,The President has weighed in on this very important topic. https://t.co/7Mbx261JSm,"[0, 58]",en,135,135,user135,user135,0,1,0.52,1
135,187,13-12-2018 17:35,1.07327E+18,1.07327E+18,"Ha Ha - that you use the word ""crazed"" is so rich! https://t.co/lFkkkGKLOT","[0, 50]",en,136,136,user136,user136,0,1,0.46875,0.75
136,188,13-12-2018 17:35,1.07327E+18,1.07327E+18,"Crooked Donald probably wrote this himself, a 60% chance that it was him. ENJOY! https://t.co/W7ZZeXsuQp","[0, 104]",en,137,137,user137,user137,0,1,0.25,0.3
137,189,13-12-2018 17:35,1.07327E+18,1.07327E+18,彼女の恐ろしい評価にもかかわらず、彼女はおそらくパスを与えられるでしょう。私の偉大な大使である@リチャードグレネルに、この恐ろしい問題を抱える勇気をお持ちのことをお祝いします！ https://t.co/m1fVMuvNfx,"[0, 88]",ja,138,138,user138,user138,0,1,-0.1,0.875
138,190,13-12-2018 17:35,1.07327E+18,1.07327E+18,LOL again! https://t.co/RLSAodly7v,"[0, 34]",en,139,139,user139,user139,0,1,1,0.7
139,191,13-12-2018 17:35,1.07327E+18,1.07327E+18,彼女の恐ろしい評価にもかかわらず、彼女はおそらくパスを与えられるでしょう。私の偉大な大使である@リチャードグレネルに、この恐ろしい問題を抱える勇気をお持ちのことをお祝いします！ https://t.co/bUjRQIaVhq,"[0, 112]",ja,140,140,user140,user140,0,1,-0.1,0.875
140,192,13-12-2018 17:35,1.07327E+18,1.07327E+18,1230 local time. Go to work dude https://t.co/ffBTG9vybK,"[0, 32]",en,141,141,user141,user141,0,1,0,0
141,193,13-12-2018 17:35,1.07327E+18,1.07327E+18,A pic of Donald Trump's tweet or retweet: https://t.co/62E0FYP4P9 https://t.co/OePwq0m4Hu,"[0, 65]",en,142,142,user142,user142,0,1,0,0
142,194,13-12-2018 17:35,1.07327E+18,1.07327E+18,Twitter for iPhone https://t.co/0anlOTOSVu,"[0, 42]",en,143,143,user143,user143,0,1,0,0
143,195,13-12-2018 17:34,1.07327E+18,1.07327E+18,https://t.co/mnEzFRxFd1,"[0, 23]",und,144,144,user144,user144,0,1,0,0
144,196,13-12-2018 17:34,1.07327E+18,1.07327E+18,"Tweet translated to Tamil, Hebrew, Hungarian, Vietnamese, Filipino, Slovenian, Hebrew, Romanian, Fijian, Urdu and back to English. Original tweet: https://t.co/dF8mqLZZJg","[0, 170]",en,145,145,user145,user145,0,1,0.125,0.25
145,197,13-12-2018 17:34,1.07327E+18,1.07327E+18,"Oh, he'll unify the country. Just not quite like he expected. #tbbTrump ""Tweeted Badly by Trump"" tbbTrump https://t.co/xHTLBpyekG","[0, 129]",en,146,146,user146,user146,0,1,-0.4,0.533333333
146,199,13-12-2018 17:34,1.07327E+18,1.07327E+18,booo https://t.co/J891LpudFV,"[0, 28]",und,147,147,user147,user147,0,1,0,0
