,index,created_at,id,id_str,text,text_range,lang,user_id,user_id_str,user_name,user_screen_name,retweeted,quoted,polarity,subjectivity
124,152,13-12-2018 18:12,1.07328E+18,1.07328E+18,"Mr. President, are you aware that there are least 5 other REALLY BIG TV Networks?  I’m certain you could handle tough questions if needed. As my dad always told us kids, “Put your big-boy pants on“.   I never watch state run TV  @FoxNews so I never get to watch! https://t.co/PBlFzeFOP6","[0, 262]",en,125,125,user125,user125,0,1,-0.074470899,0.421626984
125,154,13-12-2018 18:12,1.07328E+18,1.07328E+18,"hi..enjoy my website....visit..
https://t.co/5zgh5UI0f3 https://t.co/vFcdfm8yt9","[0, 55]",en,126,126,user126,user126,0,1,0,0
126,155,13-12-2018 18:12,1.07328E+18,1.07328E+18,A great ONE!!!  Thank you!!! https://t.co/FgGcRJbXQM,"[0, 28]",en,127,127,user127,user127,0,1,1,0.75
127,156,13-12-2018 18:12,1.07328E+18,1.07328E+18,"I have more entertaining things to do: like, cleaning my toilets; cleaning my gutters; raking the forest... https://t.co/pXGfYmLRXV","[0, 107]",en,128,128,user128,user128,0,1,0.5,0.6
128,157,13-12-2018 18:12,1.07328E+18,1.07328E+18,"Watching now!

Great interview!

You tell 'em!

#Truth #Trump #QAnon 
@POTUS #WWG1WGA https://t.co/ahPIMM0g7c","[0, 85]",en,129,129,user129,user129,0,1,1,0.75
129,158,13-12-2018 18:12,1.07328E+18,1.07328E+18,How about going ro work? https://t.co/GRts1bqZ0Q,"[0, 24]",en,130,130,user130,user130,0,1,0,0
130,159,13-12-2018 18:12,1.07328E+18,1.07328E+18,👌 https://t.co/CJ9mU0YrJn,"[0, 1]",und,131,131,user131,user131,0,1,0,0
131,160,13-12-2018 18:12,1.07328E+18,1.07328E+18,Why would ANYONE in their right mind bother to waste their time watching you bang on about stuff. https://t.co/y6hu62oYze,"[0, 97]",en,132,132,user132,user132,0,1,0.042857143,0.267857143
132,161,13-12-2018 18:12,1.07328E+18,1.07328E+18,"Watch the latest episode of
“Unhinged — the story of lies unfolding“ now on @FoxNews! https://t.co/biOLydaVxE","[0, 85]",en,133,133,user133,user133,0,1,0.625,0.9
133,162,13-12-2018 18:11,1.07328E+18,1.07328E+18,JUST TELL THEM YOU HAVE 2 DUECES 4 THE HARD WAY COMING NEXT ROLL https://t.co/HvVV80uqX6,"[0, 64]",en,134,134,user134,user134,0,1,-0.145833333,0.270833333
134,163,13-12-2018 18:11,1.07328E+18,1.07328E+18,"Awesome interview! Build that wall!  @NancyPelosi @SenSchumer Note to those two...they are not using common sense and are NOT protecting us. Also, look into Janet Napolitano and recent whistleblower @realJeffreyP and Mexican cartel connection of Napolitano/Clintons/Emilio Salinas https://t.co/D6DZNZWbsz","[0, 280]",en,135,135,user135,user135,0,1,0.175,0.4375
135,164,13-12-2018 18:11,1.07328E+18,1.07328E+18,No thanks I’m good https://t.co/l4N9xvPbgF,"[0, 18]",en,136,136,user136,user136,0,1,0.3,0.4
136,165,13-12-2018 18:11,1.07328E+18,1.07328E+18,Gotta love Harris. https://t.co/jsfLGmkRy5,"[0, 18]",en,137,137,user137,user137,0,1,0.5,0.6
137,166,13-12-2018 18:11,1.07328E+18,1.07328E+18,Who? https://t.co/0p4JhejXxH,"[0, 4]",und,138,138,user138,user138,0,1,0,0
138,167,13-12-2018 18:11,1.07328E+18,1.07328E+18,"Watching now. You are 100 % correct, sir! This woman does indeed love you, and I will say always that you are the BEST President EVER! @realDonaldTrump @POTUS #MAGA #KAG #Trump2020 https://t.co/7IrjvsfLz8","[0, 180]",en,139,139,user139,user139,0,1,0.75,0.45
139,168,13-12-2018 18:11,1.07328E+18,1.07328E+18,Can't stomach you twisting the truth.......6k lies.....why don't you go golfing at taxpayer expense https://t.co/r3rZghCq8J,"[0, 99]",en,140,140,user140,user140,0,1,0,0
140,169,13-12-2018 18:11,1.07328E+18,1.07328E+18,". realDonaldTrump Just did an interview with HARRISFAULKNER on FoxNews, airing now (1pmE.) Enjoy! (https://t.co/6Jw3eVbPco) https://t.co/qjMKJGKZt1","[0, 123]",en,141,141,user141,user141,0,1,0.5,0.5
141,170,13-12-2018 18:11,1.07328E+18,1.07328E+18,"Get to work, ya lazy bitch! https://t.co/q9p5dbBlcR","[0, 27]",en,142,142,user142,user142,0,1,-0.3125,1
142,172,13-12-2018 18:11,1.07328E+18,1.07328E+18,Just watched. He is seriously losing it. https://t.co/i5tTjmw63M,"[0, 40]",en,143,143,user143,user143,0,1,-0.333333333,0.666666667
143,173,13-12-2018 18:10,1.07328E+18,1.07328E+18,"Let me guess:
Witch Hunt
No collusion
Fake News
Cohen lied
What about Hillary
We need the wall
I will shut down government
Saudis are my friends.... https://t.co/YflToSKG9n","[0, 148]",en,144,144,user144,user144,0,1,-0.327777778,0.644444444
144,174,13-12-2018 18:10,1.07328E+18,1.07328E+18,"I'm sorry, Donald, but nobody cares when you do an interview with FOX.  Incompetent pres (traitor, coward, Russia pawn). https://t.co/XMmZaau3Nj","[0, 120]",en,145,145,user145,user145,0,1,-0.425,0.683333333
145,175,13-12-2018 18:10,1.07328E+18,1.07328E+18,Only does interviews with friendly interviewers. No difficult questions! https://t.co/0YkV39NFzO,"[0, 72]",en,146,146,user146,user146,0,1,0.229166667,0.833333333
146,177,13-12-2018 18:10,1.07328E+18,1.07328E+18,Im watching right now. 👍 https://t.co/ktXdEgMIFc,"[0, 24]",en,147,147,user147,user147,0,1,0.285714286,0.535714286
147,178,13-12-2018 18:10,1.07328E+18,1.07328E+18,The 45th President tweeted: https://t.co/KX07OGTlzN,"[0, 51]",en,148,148,user148,user148,0,1,0,0
148,179,13-12-2018 18:10,1.07328E+18,1.07328E+18,"@DumpChumpRump @CNNPolitics https://t.co/kEHKOz9PEz
Ya sure about the ""In Alps skiing"" remark?","[28, 94]",en,149,149,user149,user149,0,1,0.5,0.888888889
149,180,13-12-2018 18:10,1.07328E+18,1.07328E+18,HIM kick down the ladder https://t.co/m5YFls1li8,"[0, 24]",en,150,150,user150,user150,0,1,-0.155555556,0.288888889
150,181,13-12-2018 18:10,1.07328E+18,1.07328E+18,"What’s the matter @realDonaldTrump? YOU’RE GETTING EMBARRASSED?? YOU, YOURSELF CAUSED ANY EMBARRASSMENT! Then you have to go on FOX (THE FAKIR) NEWS to try to get “consolation”! You are a sorry piece of “baggage”, that lives in its own “lost &amp; unfound” world! https://t.co/G4ESYAPE5R","[0, 263]",en,151,151,user151,user151,0,1,0.125,1
151,182,13-12-2018 18:10,1.07328E+18,1.07328E+18,Mueller will watch it. &amp; it will be used against you at your trial. https://t.co/BVZVthBaMr,"[0, 71]",en,152,152,user152,user152,0,1,0,0
152,183,13-12-2018 18:10,1.07328E+18,1.07328E+18,Nothing you say or do is enjoyable to ANYONE&gt; https://t.co/ef2WPicd0u,"[0, 48]",en,153,153,user153,user153,0,1,0.5,0.6
153,185,13-12-2018 18:10,1.07328E+18,1.07328E+18,"@realDonaldTrump @HARRISFAULKNER @FoxNews Is Faulkner's twitter handle yelling at us? 
#FoxNews #POTUS

https://t.co/gxErgvdBR8","[42, 127]",en,154,154,user154,user154,0,1,0,0
154,186,13-12-2018 18:10,1.07328E+18,1.07328E+18,"Are you embarrassed @realDonaldTrump supporters, sounds like DT is. He is worked up. https://t.co/D7zE4RJawi","[0, 84]",en,155,155,user155,user155,0,1,0,0
155,187,13-12-2018 18:10,1.07328E+18,1.07328E+18,"Do you ever work? 

Seriously. https://t.co/lFlMpSjJgz","[0, 30]",en,156,156,user156,user156,0,1,-0.333333333,0.666666667
156,188,13-12-2018 18:09,1.07328E+18,1.07328E+18,Would like to...I've got to clip my nails tho. https://t.co/W3iiueMV0X,"[0, 46]",en,157,157,user157,user157,0,1,0,0
157,189,13-12-2018 18:09,1.07328E+18,1.07328E+18,The only time I'll enjoy hearing this fool on TV will be when he resigns https://t.co/tjCSMZncbW,"[0, 72]",en,158,158,user158,user158,0,1,0.2,0.75
158,190,13-12-2018 18:09,1.07328E+18,1.07328E+18,https://t.co/UyDi7z4Ygx,"[0, 23]",und,159,159,user159,user159,0,1,0,0
159,191,13-12-2018 18:09,1.07328E+18,1.07328E+18,"Took the day off yesterday to prepare for this interview? 

He needs adoration to live and when it doesn’t come willingly he must go looking for it https://t.co/5zAtnNprXZ","[0, 147]",en,160,160,user160,user160,0,1,0.193181818,0.625
160,192,13-12-2018 18:09,1.07328E+18,1.07328E+18,"Keep tweeting
Keep airing your lies
Makes for good comedy &amp; evidence for Mueller https://t.co/obpdnyo6wV","[0, 84]",en,161,161,user161,user161,0,1,0.7,0.6
161,194,13-12-2018 18:09,1.07328E+18,1.07328E+18,?~? to a childs level of STAND IN THE CORNER @seanhannity IS DONE WITH YOU https://t.co/p2IhI801RC,"[0, 74]",en,162,162,user162,user162,0,1,0,0
162,195,13-12-2018 18:09,1.07328E+18,1.07328E+18,"#Individual1 claims that ""they put those [Fucking FELONY Charges] onto  [#MichaelCohen] just to embarrase me."" 

Really dude?  You think the DOJ is just trying to #ghost you like a jilted girlfriend?  I think the waters you're wading through are a little deeper than that. https://t.co/Rys5USR7k8","[0, 272]",en,163,163,user163,user163,0,1,-0.195833333,0.5
163,196,13-12-2018 18:09,1.07328E+18,1.07328E+18,And....... https://t.co/23U6gYiVzm,"[0, 10]",und,164,164,user164,user164,0,1,0,0
164,197,13-12-2018 18:09,1.07328E+18,1.07328E+18,"You did great Mr President
👊🇺🇸 https://t.co/lEI3VGqxIJ","[0, 30]",en,165,165,user165,user165,0,1,0.8,0.75
165,198,13-12-2018 18:09,1.07328E+18,1.07328E+18,watching right now. 👇✅🇺🇸🎄 https://t.co/MHaHmq3yUi,"[0, 25]",en,166,166,user166,user166,0,1,0.285714286,0.535714286
166,199,13-12-2018 18:08,1.07328E+18,1.07328E+18,BARF https://t.co/qUf5DH1d3d,"[0, 4]",is,167,167,user167,user167,0,1,0,0
